,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
11,yqU1-chsjix3T4EMY2MyxA,athens-grill-and-sports-bar-astoria,Athens Grill & Sports Bar,https://s3-media4.fl.yelpcdn.com/bphoto/VWk0D3GU0kkFUd1d_yPNHg/o.jpg,False,https://www.yelp.com/biz/athens-grill-and-sports-bar-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,191,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 40.7671808396101, 'longitude': -73.9218648523092}",[],$,"{'address1': '3011 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['3011 30th Ave', 'Astoria, NY 11102']}",+17187775366,(718) 777-5366,42.77763656839446
12,jFYEsw6_4y4VMpSVB863sw,mojave-astoria-2,Mojave,https://s3-media3.fl.yelpcdn.com/bphoto/5AS8pDB-WIPGJ3VpWXLNyw/o.jpg,False,https://www.yelp.com/biz/mojave-astoria-2?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,709,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",3.5,"{'latitude': 40.7753290076368, 'longitude': -73.9119911693115}","['pickup', 'delivery']",$$,"{'address1': '22-36 31st St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['22-36 31st St', 'Astoria, NY 11105']}",+17185454100,(718) 545-4100,1272.4832000412432
13,0tzK7l-DWDpG5UrYKL_mxw,st-james-deli-astoria,St James Deli,https://s3-media1.fl.yelpcdn.com/bphoto/q8neHe7lgPjOUxrclBn7Hg/o.jpg,False,https://www.yelp.com/biz/st-james-deli-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,86,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 40.75843584113, 'longitude': -73.9247259526577}",[],$,"{'address1': '34-02 34th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['34-02 34th Ave', 'Astoria, NY 11106']}",+17184827835,(718) 482-7835,975.84044271171
14,3M6CsWQ_FIAzpxnuqq_eHw,las-margaritas-astoria-restaurant-astoria,Las Margaritas Astoria Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/ia7etI3LyVRs23NQz27fHA/o.jpg,False,https://www.yelp.com/biz/las-margaritas-astoria-restaurant-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,248,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",2.5,"{'latitude': 40.7594468, 'longitude': -73.9195285}","['pickup', 'delivery']",$$,"{'address1': '38-01 Broadway', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['38-01 Broadway', 'Astoria, NY 11103']}",+17187771707,(718) 777-1707,857.4480607020494
15,W0sXHSSpkiMEDJiBmSLNYQ,trestle-astoria,Trestle,https://s3-media1.fl.yelpcdn.com/bphoto/OQZ2Ej77vt74KQ9DCPxuzA/o.jpg,False,https://www.yelp.com/biz/trestle-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,289,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 40.7606154, 'longitude': -73.9229562}","['restaurant_reservation', 'pickup', 'delivery']",$$,"{'address1': '34-02 Broadway', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['34-02 Broadway', 'Astoria, NY 11106']}",+13478080290,(347) 808-0290,700.5006551209126
16,2jjxdN9FXWVdx6DEX83krQ,hoja-santa-astoria,Hoja Santa,https://s3-media3.fl.yelpcdn.com/bphoto/xqo13EL7qHVwTDbN2nzUFg/o.jpg,False,https://www.yelp.com/biz/hoja-santa-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,33,"[{'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 40.7638197, 'longitude': -73.914523}",[],,"{'address1': '40-17 30th Ave', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['40-17 30th Ave', 'Astoria, NY 11103']}",,,751.5314685207126
17,jzVv_21473lAMYXIhVbuTA,de-mole-astoria-astoria,De Mole Astoria,https://s3-media1.fl.yelpcdn.com/bphoto/zZTTfdIGbQkQQptgQmin1A/o.jpg,False,https://www.yelp.com/biz/de-mole-astoria-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,362,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 40.7625999, 'longitude': -73.9129028}","['pickup', 'delivery']",$$,"{'address1': '4220 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['4220 30th Ave', 'Astoria, NY 11103']}",+17187771655,(718) 777-1655,918.0927716406379
18,hyKnC3_a86vaY2iZUkygWw,el-mariachi-restaurant-astoria-2,El Mariachi Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/rgV0Tf8RExeFhzFqtzRZfQ/o.jpg,False,https://www.yelp.com/biz/el-mariachi-restaurant-astoria-2?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,232,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 40.7611304286653, 'longitude': -73.9233571500763}","['pickup', 'delivery']",$,"{'address1': '3311 Broadway', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['3311 Broadway', 'Astoria, NY 11106']}",+17185454039,(718) 545-4039,647.727752562148
19,9tlYA026rvZ0m6OBUeZX7w,la-cabana-astoria,La Cabana,https://s3-media3.fl.yelpcdn.com/bphoto/ZFeIcYrIaxOD16u_niVL1Q/o.jpg,False,https://www.yelp.com/biz/la-cabana-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,40,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 40.76564, 'longitude': -73.91929}",[],$,"{'address1': '3318 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['3318 30th Ave', 'Astoria, NY 11103']}",+17182677113,(718) 267-7113,280.5608825016958
20,-xa6FYrKd98HQaVDu96JyA,la-chonas-astoria,La Chona's,https://s3-media3.fl.yelpcdn.com/bphoto/l2W6g0HgFWCYc7DDq0PHpA/o.jpg,False,https://www.yelp.com/biz/la-chonas-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,15,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 40.7593333, 'longitude': -73.9193226}","['pickup', 'delivery']",,"{'address1': '38-07 Broadway', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['38-07 Broadway', 'Astoria, NY 11103']}",+17182042406,(718) 204-2406,874.2737026723856
21,JnOYZqzRBHkEB_mvMXph_g,juquila-kitchen-and-bar-long-island-city,Juquila Kitchen and Bar,https://s3-media2.fl.yelpcdn.com/bphoto/NGwnTbSyiatIMrhkl8ixMw/o.jpg,False,https://www.yelp.com/biz/juquila-kitchen-and-bar-long-island-city?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,98,"[{'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.7532, 'longitude': -73.93436}","['pickup', 'delivery']",$$,"{'address1': '39-05 29th St', 'address2': None, 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['39-05 29th St', 'Long Island City, NY 11101']}",+17184820033,(718) 482-0033,1829.2490057875725
22,ci0-GO_iMb0NdTCUYWjocQ,noche-de-margaritas-new-york,Noche De Margaritas,https://s3-media3.fl.yelpcdn.com/bphoto/iYqwmcrgNsgs1561wIs3FA/o.jpg,False,https://www.yelp.com/biz/noche-de-margaritas-new-york?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,345,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 40.7801018, 'longitude': -73.9497833}","['pickup', 'delivery']",$$,"{'address1': '1726 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1726 2nd Ave', 'New York, NY 10128']}",+12122895195,(212) 289-5195,2759.2940568401787
23,_97KwnwjUHwSVWs-XrlFcg,the-astorian-astoria,The Astorian,https://s3-media1.fl.yelpcdn.com/bphoto/rnN0eWVx3Ev2RYkG9nl2XA/o.jpg,False,https://www.yelp.com/biz/the-astorian-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,165,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 40.76739, 'longitude': -73.92136}",['restaurant_reservation'],$$,"{'address1': '28-50 31st St', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['28-50 31st St', 'Astoria, NY 11102']}",+19177451179,(917) 745-1179,91.37535815921818
24,rrsjcQVLg2PkIkO_vPjOLw,the-bonnie-astoria,The Bonnie,https://s3-media1.fl.yelpcdn.com/bphoto/q8q8I6EzAWGdnd1ewxbxmw/o.jpg,False,https://www.yelp.com/biz/the-bonnie-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,591,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}]",4.0,"{'latitude': 40.7746737, 'longitude': -73.9136003}",[],$$,"{'address1': '29-12 23rd Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['29-12 23rd Ave', 'Astoria, NY 11105']}",+17182742105,(718) 274-2105,1128.377251204752
25,cy0vBvZu2Eb4XtRFCp8Seg,conmigo-new-york,Conmigo,https://s3-media1.fl.yelpcdn.com/bphoto/bmHxOBSPVuLeOIvIiyvnHg/o.jpg,False,https://www.yelp.com/biz/conmigo-new-york?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,193,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,"{'latitude': 40.77793, 'longitude': -73.94902}","['pickup', 'delivery']",$$,"{'address1': '1685 1st Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1685 1st Ave', 'New York, NY 10128']}",+12122560056,(212) 256-0056,2575.8146991442213
26,4EGq0GMAJwGIrfhVg4PxVw,swick-2-astoria-2,Swick 2,https://s3-media2.fl.yelpcdn.com/bphoto/mgsppD4nPdKPQfmpHaF8hQ/o.jpg,False,https://www.yelp.com/biz/swick-2-astoria-2?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,35,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.7564825, 'longitude': -73.9254339}","['pickup', 'delivery']",$,"{'address1': '3504 35th St', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['3504 35th St', 'Astoria, NY 11106']}",+17187866096,(718) 786-6096,1188.8327167790283
27,x8UoT9ODOMcpLdYh__sXjg,esquina-tequila-new-york,Esquina Tequila,https://s3-media3.fl.yelpcdn.com/bphoto/vyNiOvK81i6APZe3EXNS-g/o.jpg,False,https://www.yelp.com/biz/esquina-tequila-new-york?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,11,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"{'latitude': 40.75285, 'longitude': -73.92371}","['pickup', 'delivery']",,"{'address1': '40-01 Northern Blvd', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['40-01 Northern Blvd', 'New York, NY 11101']}",+17187293301,(718) 729-3301,1581.4080576158751
28,u9xVzV1OZC5pwtUgaHLM-A,el-kallejon-new-york,El Kallejon,https://s3-media1.fl.yelpcdn.com/bphoto/O0OSypsBwLBnrfNsNJa37A/o.jpg,False,https://www.yelp.com/biz/el-kallejon-new-york?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,277,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.798538, 'longitude': -73.938805}",[],$$,"{'address1': '209 E 117th St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10035', 'country': 'US', 'state': 'NY', 'display_address': ['209 E 117th St', 'New York, NY 10035']}",+16466494795,(646) 649-4795,3786.907900607895
29,uvcEo61aL2F8e4PCzwZsYg,chihuahua-sunnyside,Chihuahua,https://s3-media4.fl.yelpcdn.com/bphoto/nyeheMnxMYLCLu_-VQxmiA/o.jpg,False,https://www.yelp.com/biz/chihuahua-sunnyside?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,138,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 40.7425222545862, 'longitude': -73.9176765829325}","['pickup', 'delivery']",$$,"{'address1': '47-02 Greenpoint Ave', 'address2': '', 'address3': '', 'city': 'Sunnyside', 'zip_code': '11104', 'country': 'US', 'state': 'NY', 'display_address': ['47-02 Greenpoint Ave', 'Sunnyside, NY 11104']}",+13475310954,(347) 531-0954,2744.44395928664
30,fjE_lpKblhrN_48X2ca-7w,mezquite-restaurant-astoria,Mezquite Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/L7_SD1hTZy_M9azTB38Hpg/o.jpg,False,https://www.yelp.com/biz/mezquite-restaurant-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,257,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 40.76167, 'longitude': -73.9109}","['pickup', 'delivery']",$$,"{'address1': '45-06 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['45-06 30th Ave', 'Astoria, NY 11103']}",+17182551722,(718) 255-1722,1112.4600711806427
